reporting_unit_code,name,private,closed,latitude,longitude,lhn_code,lhn_name,phn_code,phn_name
H5336,Gold Coast Private Hospital,True,False,-27.962084,153.385112,,,,
H5343,The Southport Private Hospital,True,False,-27.973078,153.407852,,,,
H5344,Westside Private Hospital,True,False,-27.491448,152.981745,,,,
H5357,Eden Private Hospital,True,False,-26.420078,152.908844,,,,
H5358,Robina Private Hospital,True,False,-28.071932,153.375778,,,,
H5360,Cairns Haematology and Oncology Clinic,True,False,-16.91609,145.769684,,,,
H5370,Belmont Private Hospital,True,False,-27.500755,153.098953,,,,
H5374,Brisbane Day Hospital,True,False,-27.51023,153.0526,,,,
H5391,Hummingbird House,True,False,-27.38312,153.027527,,,,
H5393,Icon Cancer Centre Chermside,True,False,-27.38133,153.029739,,,,
H5396,Icon Cancer Centre North Lakes,True,False,-27.24166,153.02184,,,,
H5399,Icon Cancer Centre South Brisbane,True,False,-27.484,153.02812,,,,
H5400,Icon Cancer Centre Southport,True,False,-27.97216,153.41107,,,,
H5401,Icon Cancer Centre Townsville,True,False,-19.2765,146.79909,,,,
H5402,Icon Cancer Centre Wesley,True,False,-27.47667,152.99734,,,,
H5410,Mater Private Hospital Springfield,True,False,-27.686211,152.908676,,,,
H5412,Miami Private Hospital,True,False,-28.063068,153.436813,,,,
H5414,Moreton Day Hospital,True,False,-27.24131,153.020294,,,,
H5418,Noosa Surgical and Endoscopy Centre,True,False,-26.40005,153.06491,,,,
H5423,Northside Endoscopy Service,True,False,-27.082979,152.950165,,,,
H5439,Spring Hill Specialist Day Hospital,True,False,-27.461082,153.021851,,,,
H5443,Tasman Health Care Day Infusion Unit,True,False,-27.970409,153.407806,,,,
H5447,The Wesley Centre for Hyperbaric Medicine,True,False,-27.477161,152.997803,,,,
H5449,Vision Centre Day Surgery,True,False,-27.96982,153.409225,,,,
H5460,Chermside Dialysis Clinic,True,False,-27.390966,153.031784,,,,
H5465,Eastern Endoscopy Centre,True,False,-27.494314,153.213242,,,,
H5487,Icon Cancer Centre Mackay,True,False,-21.12852,149.17295,,,,
H5489,South Coast Digestive Diseases Centre,True,False,-28.01032,153.4034,,,,
H5493,Clifton Co-Op Hospital Ltd,True,False,-27.931108,151.91066,,,,
H5497,Montserrat Western Haematology and Oncology Clinic,True,False,-27.49273,152.98146,,,,
H5505,Townsville Private Clinic,True,False,-19.25832,146.8142,,,,
H5506,Toowoomba Hospice,True,False,-27.56745,151.93395,,,,
H5507,Currumbin Clinic,True,False,-28.1336,153.48643,,,,
H5510,Ramsay Clinic Cairns,True,False,-16.910395159982997,145.762216098272,,,,
