reporting_unit_code,name,private,closed,latitude,longitude,lhn_code,lhn_name,phn_code,phn_name
H0167,Young Hospital,False,False,-34.320383,148.288457,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0168,Batlow/Adelong Multi Purpose Service,False,False,-35.521951,148.147891,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0169,Griffith Base Hospital,False,False,-34.282121,146.043774,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0170,Gundagai Hospital,False,False,-35.051394,148.101764,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0171,Hay Hospital,False,False,-34.500349,144.851433,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0172,Hillston Hospital,False,False,-33.478793,145.539032,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0173,Junee Multi Purpose Service,False,False,-34.866914,147.581314,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0174,Coolamon-Ganmain Multi Purpose Service,False,False,-34.819885,147.199329,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0175,Leeton Hospital,False,False,-34.545222,146.408831,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0176,Lockhart Hospital,False,False,-35.222378,146.719064,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0177,Narrandera Hospital,False,False,-34.743181,146.547661,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0178,Temora Hospital,False,False,-34.4439423,147.5426162,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0179,Tumut Hospital,False,False,-35.307265,148.219552,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0180,Wagga Wagga Hospital,False,False,-35.118083,147.356915,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0181,Cootamundra Hospital,False,False,-34.634386,148.012796,LHN114,Murrumbidgee,PHN110,Murrumbidgee
H0182,Bourke Multi Purpose Service,False,False,-30.092823,145.947983,LHN112,Western NSW,PHN107,Western NSW
H0183,Brewarrina Multi Purpose Service,False,False,-29.961627,146.863796,LHN112,Western NSW,PHN107,Western NSW
H0184,Cobar Health Service,False,False,-31.509026,145.825266,LHN112,Western NSW,PHN107,Western NSW
H0185,Collarenebri Multi Purpose Service,False,False,-29.544889,148.581901,LHN112,Western NSW,PHN107,Western NSW
H0186,Coolah Multi Purpose Service,False,False,-31.821473,149.710049,LHN112,Western NSW,PHN107,Western NSW
H0187,Coonabarabran Health Service,False,False,-31.274791,149.284779,LHN112,Western NSW,PHN107,Western NSW
H0188,Baradine Multi Purpose Service,False,False,-30.945316,149.066189,LHN112,Western NSW,PHN107,Western NSW
H0189,Coonamble Multi Purpose Service,False,False,-30.964803,148.387527,LHN112,Western NSW,PHN107,Western NSW
H0190,Gulargambone Multi Purpose Service,False,False,-31.329812,148.469216,LHN112,Western NSW,PHN107,Western NSW
H0191,Dubbo Hospital,False,False,-32.239339,148.620772,LHN112,Western NSW,PHN107,Western NSW
H0192,Dunedoo Multi Purpose Service,False,False,-32.017204,149.397366,LHN112,Western NSW,PHN107,Western NSW
H0193,Gilgandra Multi Purpose Service,False,False,-31.704565,148.664889,LHN112,Western NSW,PHN107,Western NSW
H0194,Gulgong Multi Purpose Service,False,False,-32.3668707,149.5218927,LHN112,Western NSW,PHN107,Western NSW
H0195,Mudgee Health Service,False,False,-32.603229,149.588179,LHN112,Western NSW,PHN107,Western NSW
H0196,Narromine Health Service,False,False,-32.24261,148.239201,LHN112,Western NSW,PHN107,Western NSW
H0197,Nyngan Multi Purpose Service,False,False,-31.560024,147.208772,LHN112,Western NSW,PHN107,Western NSW
H0198,Trangie Multi Purpose Service,False,False,-32.030813,147.976355,LHN112,Western NSW,PHN107,Western NSW
H0199,Walgett Multipurpose Service,False,False,-30.030646,148.115959,LHN112,Western NSW,PHN107,Western NSW
H0200,Warren Multi Purpose Service,False,False,-31.693958,147.835679,LHN112,Western NSW,PHN107,Western NSW
H0201,Wellington Health Service,False,False,-32.549741,148.951977,LHN112,Western NSW,PHN107,Western NSW
H0202,Lightning Ridge Multi Purpose Service,False,False,-29.429973,147.981869,LHN112,Western NSW,PHN107,Western NSW
H0203,Lourdes Hospital Dubbo,False,False,-32.238511,148.627361,LHN112,Western NSW,PHN107,Western NSW
H0204,Bathurst Base Hospital,False,False,-33.406512,149.572699,LHN112,Western NSW,PHN107,Western NSW
H0205,Blayney Multi Purpose Service,False,False,-33.537728,149.248988,LHN112,Western NSW,PHN107,Western NSW
H0206,Canowindra Soldiers Memorial Hospital,False,False,-33.557204,148.676576,LHN112,Western NSW,PHN107,Western NSW
H0207,Condobolin Health Service,False,False,-33.082332,147.154161,LHN112,Western NSW,PHN107,Western NSW
H0208,Cowra Health Service,False,False,-33.832137,148.692376,LHN112,Western NSW,PHN107,Western NSW
H0209,Eugowra Memorial Multipurpose Service,False,False,-33.424421,148.366799,LHN112,Western NSW,PHN107,Western NSW
H0210,Lachlan Health Service - Forbes,False,False,-33.396281,148.013831,LHN112,Western NSW,PHN107,Western NSW
H0211,Grenfell Multi Purpose Service,False,False,-33.894286,148.167843,LHN112,Western NSW,PHN107,Western NSW
H0212,Molong Health Service,False,False,-33.087622,148.859724,LHN112,Western NSW,PHN107,Western NSW
H0213,Oberon Multi Purpose Service,False,False,-33.705249,149.853596,LHN112,Western NSW,PHN107,Western NSW
H0214,Orange Health Service,False,False,-33.317316,149.093953,LHN112,Western NSW,PHN107,Western NSW
H0215,Lachlan Health Service - Parkes,False,False,-33.151507,148.169757,LHN112,Western NSW,PHN107,Western NSW
H0216,Peak Hill Multipurpose Service,False,False,-32.735907,148.199615,LHN112,Western NSW,PHN107,Western NSW
H0217,Trundle Multi Purpose Health Service,False,False,-32.921078,147.704315,LHN112,Western NSW,PHN107,Western NSW
H0218,Rylstone Multi Purpose Service,False,False,-32.804085,149.975652,LHN112,Western NSW,PHN107,Western NSW
H0219,Tottenham Multipurpose Service,False,False,-32.242711,147.358031,LHN112,Western NSW,PHN107,Western NSW
H0220,Tullamore Multi Purpose Health Service,False,False,-32.635114,147.568997,LHN112,Western NSW,PHN107,Western NSW
H0221,Balranald Multi Purpose Service,False,False,-34.644549,143.568413,LHN115,Far West,PHN107,Western NSW
H0222,Wentworth Hospital,False,False,-34.109983,141.922481,LHN115,Far West,PHN107,Western NSW
H0223,Broken Hill Hospital,False,False,-31.947609,141.454703,LHN115,Far West,PHN107,Western NSW
H0224,Wilcannia Multi Purpose Service,False,False,-31.557638,143.385336,LHN115,Far West,PHN107,Western NSW
H0225,Thomas Walker Hospital,False,False,-33.832336,151.097897,LHN102,Sydney,PHN101,Central and Eastern Sydney
H0226,Cumberland Hospital,False,False,-33.80159,150.995246,LHN104,Western Sydney,PHN103,Western Sydney
H0227,Macquarie Hospital,False,False,-33.802312,151.124818,LHN106,Northern Sydney,PHN102,Northern Sydney
H0228,Coral Tree Family Centre,False,False,-33.804256,151.126212,LHN106,Northern Sydney,PHN102,Northern Sydney
H0229,Morisset Hospital,False,False,-33.128549,151.512816,LHN109,Hunter New England,PHN108,Hunter New England and Central Coast
H0230,Hunter New England Mental Health Service,False,False,-32.8978727,151.720669,LHN109,Hunter New England,PHN108,Hunter New England and Central Coast
H0231,Kenmore Hospital,False,False,-34.721253,149.751344,LHN113,Southern NSW,PHN106,South Eastern NSW
H0382,Albury Wodonga Health [Albury Campus],False,False,-36.078401,146.939146,LHN249,Albury Wodonga Health,PHN205,Murray
H0748,Byron Central Hospital,False,False,-28.6373653,153.5558978,LHN111,Northern NSW,PHN109,North Coast
H0753,Northern Beaches Hospital,False,False,-33.750646,151.23377,LHN106,Northern Sydney,PHN102,Northern Sydney
H1016,Goodooga Health Service,False,False,-29.110249,147.456114,LHN112,Western NSW,PHN107,Western NSW
H1018,Ivanhoe Hospital,False,False,-32.898193,144.298904,LHN115,Far West,PHN107,Western NSW
H1024,Menindee Health Service,False,False,-32.390335,142.414869,LHN115,Far West,PHN107,Western NSW
H1034,Sydney Dental Hospital,False,False,-33.884469,151.207811,LHN102,Sydney,PHN101,Central and Eastern Sydney
H1038,Tibooburra Health Service,False,False,-29.433211,142.012817,LHN115,Far West,PHN107,Western NSW
H1058,Adolescent and Young Adult Hospice Manly,False,False,-33.8072184775347,151.29555205904995,LHN106,Northern Sydney,PHN102,Northern Sydney
H1064,White Cliffs Health Service,False,False,-30.8506817093521,143.08958221903492,LHN115,Far West,PHN107,Western NSW
H5004,Aesthetic Day Surgery,True,False,-33.964843,151.135032,,,,
H5006,Albury Wodonga Private Hospital,True,False,-36.075621,146.883177,,,,
H5009,Armidale Private Hospital,True,False,-30.512719,151.654565,,,,
H5013,Ballina Day Surgery,True,False,-28.870711,153.563241,,,,
H5014,Baringa Private Hospital,True,False,-30.278813,153.102893,,,,
H5015,Bathurst Private Hospital,True,False,-33.435215,149.589242,,,,
H5019,Berkeley Vale Private Hospital,True,False,-33.337061,151.432784,,,,
H5025,Brisbane Waters Private Hospital,True,False,-33.495233,151.321708,,,,
H5036,Calvary Health Care Riverina,True,False,-35.118702,147.352811,,,,
H5046,Campbelltown Private Hospital,True,False,-34.075607,150.804948,,,,
H5050,Castlecrag Private Hospital,True,False,-33.801822,151.217045,,,,
H5051,Central Coast Day Hospital,True,False,-33.439692,151.384354,,,,
H5057,Coolenberg Day Surgery,True,False,-31.439829,152.909473,,,,
H5062,Diagnostic Endoscopy Centre,True,False,-33.879519,151.220852,,,,
H5065,Dudley Private Hospital,True,False,-33.282219,149.121236,,,,
H5067,Epping Surgery Centre,True,False,-33.771132,151.083676,,,,
H5078,Figtree Private Hospital,True,False,-34.440199,150.851024,,,,
H5080,Forster Private Hospital,True,False,-32.188561,152.514079,,,,
H5097,Hunter Valley Private Hospital,True,False,-32.883085,151.695054,,,,
H5098,Hunters Hill Private Hospital,True,False,-33.835273,151.150172,,,,
H5099,Hurstville Private,True,False,-33.962333,151.095989,,,,
